Oficina Registral,USO VEHICULO,CLASE AAP,SUB-CLASE,CARROCERIA,CATEGORIA,MARCA,MODELO,VERSION,ORIGEN,COMBUSTIBLE,FORMULA RODANTE,PBV,CILINDRADA,# ASIENTO,AÑO_MOD,ENERO,FEBRERO,total
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,IVECO,AD380T50,S.V.,SPAIN,DIESEL,6X4,41000,12880,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,IVECO,AD380T50,S.V.,SPAIN,DIESEL,6X4,41000,12880,2,2021,0,6,6
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,IVECO,TECTOR 170E28,N.E.,ARGENTINA,DIESEL,4X2,17000,5880,3,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,IVECO,AD410T50H,S/V,SPAIN,DIESEL,8X4,48000,12880,2,2020,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,JAC,HFC1083KN,SD800 VIP CHC 9.0T CRDI EIV,CHINA,DIESEL,4X2,12590,3760,3,2021,1,1,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,JAC,HFC1161KR1ZT,HFC1161KR 4X2 CHC 14.8T CRDI 285HP,CHINA,DIESEL,4X2,20500,6700,3,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,JAC,HFC5161KN,HFC5161KN 4X2 CHC 10T CRDI 160HP,CHINA,DIESEL,4X2,16000,3760,3,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MACK,GR64BX,NO CORRESPONDE,UNITED STATES,DIESEL,6X4,42400,12800,2,2019,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 1719,ATEGO 1719/54,BRAZIL,DIESEL,4X2,16300,4800,2,2019,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 1719,ATEGO 1719/54,BRAZIL,DIESEL,4X2,16300,4800,2,2021,5,0,5
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,AROCS 3351K,AROCS 3351K,GERMANY,DIESEL,6X4,41000,12809,2,2020,1,7,8
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 2730,ATEGO 2730/48,BRAZIL,DIESEL,6X4,26600,7201,2,2020,0,2,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 2730,ATEGO 2730/48,BRAZIL,DIESEL,6X4,26600,7201,3,2021,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 2730,ATEGO 2730/54,BRAZIL,DIESEL,6X4,26600,7201,2,2021,1,3,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,AXOR 3131,AXOR 3131/48,BRAZIL,DIESEL,6X4,33100,7200,2,2021,1,3,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 1419,ATEGO 1419/54,BRAZIL,DIESEL,4X2,14000,4801,2,2020,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ACTROS 4144K,ACTROS 4144K,GERMANY,DIESEL,8X4,48000,11946,2,2020,4,3,7
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 1726,ATEGO 1726/42,BRAZIL,DIESEL,4X4,17100,7201,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 1726,ATEGO 1726/42,BRAZIL,DIESEL,4X4,17100,7201,2,2021,0,2,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 1726,ATEGO 1726/48,BRAZIL,DIESEL,4X2,17100,7201,3,2021,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 3030,ATEGO 3030/63,BRAZIL,DIESEL,8X2,31100,7200,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 2430,ATEGO 2430/54,BRAZIL,DIESEL,6X2,24500,7201,2,2021,0,3,3
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,AROCS 4142K,AROCS 4142K,GERMANY,DIESEL,8X4,44000,12809,2,2020,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,G500 B6X4,G500B6X4HZ,BRAZIL,DIESEL,6X4,47000,12700,2,2020,2,2,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,G500 B8X4,G500B8X4HZ,NETHERLANDS,DIESEL,8X4,48000,12700,2,2019,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P280 B4X2,P280B4X2NZ,BRAZIL,DIESEL,4X2,20500,6700,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B6X4,P320B6X4NZ,BRAZIL,DIESEL,6X4,28500,9300,2,2021,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B8X2,P320B8X2NA,BRAZIL,DIESEL,8X2,32000,9300,2,2021,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P410 B8X4,P410B8X4HZ,BRAZIL,DIESEL,8X4,32000,12700,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P410 B8X4,P410B8X4HZ,BRAZIL,DIESEL,8X4,48000,12700,2,2020,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P450 B6X4,P450B6X4HZ,BRAZIL,DIESEL,6X4,25000,12700,2,2021,2,2,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P450 B8X4,P450B8X4HZ,BRAZIL,DIESEL,8X4,48000,12700,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B6X2,P320B6X2NA,BRAZIL,DIESEL,6X2,25000,9300,2,2021,4,0,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B6X2,P320B6X2NA,BRAZIL,DIESEL,6X2,25000,12700,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B6X2,P320B6X2NA,BRAZIL,DIESEL,6X2,26500,9300,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SHACMAN,SX3256DV354C,NO CORRESPONDE,CHINA,DIESEL,6X4,41500,10800,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SHACMAN,SX1258MR564C,SX1258MR564C,CHINA,DIESEL,6X4,35000,8900,2,2020,3,0,3
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SHACMAN,SX1168MR561C,SX1168MR561C,CHINA,DIESEL,4X2,20500,8900,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SHACMAN,SX2255DT435C,F3000,CHINA,DIESEL,6X6,35000,10800,2,2017,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SINOTRUK,ZZ1161H501GC1,A7,CHINA,DIESEL,4X2,19000,4580,2,2015,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SINOTRUK,ZZ5187XXYN711GE1,N.E.,CHINA,DIESEL,4X2,16000,6870,2,2019,4,4,8
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,UD,CRONER PKE,CRONER PKE,THAILAND,DIESEL,4X2,18500,7700,3,2021,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,UD,CRONER PKE,PKE42R 18T,THAILAND,DIESEL,4X2,18500,7700,3,2021,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,UD,CRONER LKE,CRONER LKE,THAILAND,DIESEL,4X2,14500,5100,3,2021,8,3,11
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,UD,CRONER LKE,LKE42R 14T,THAILAND,DIESEL,4X2,14500,5100,3,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,17.260 DC ROBUST MAN E5,CHASIS CABINADO,BRAZIL,DIESEL,4X2,17100,6871,2,2021,2,1,3
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,17.260 DC ROBUST MAN E5,N.E.,BRAZIL,DIESEL,4X2,17100,6871,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,17.280 LR MAN E5,CHASIS CABINADO,BRAZIL,DIESEL,4X2,17100,6871,2,2020,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,17.280 LR MAN E5,CHASIS CABINADO,BRAZIL,DIESEL,4X2,17100,6871,2,2021,4,2,6
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,31.280 DC MAN E5,CHASIS CABINADO,BRAZIL,DIESEL,6X4,30500,6871,2,2021,0,3,3
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,31.390 DC CUMMINS E5,CHASIS CABINADO,BRAZIL,DIESEL,6X4,30500,8900,2,2020,2,2,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,17.230 DC MAN E5,CHASIS CABINADO,BRAZIL,DIESEL,4X2,17100,4580,2,2021,6,0,6
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLKSWAGEN,15.190 DC MAN E5,CHASIS CABINADO,BRAZIL,DIESEL,4X2,15400,4580,2,2021,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FH 6X4R,FH 6X4R,BRAZIL,DIESEL,6X4,28500,12800,2,2021,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,BRAZIL,DIESEL,6X4,42000,12800,2,2021,10,24,34
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,SWEDEN,DIESEL,6X4,42000,12800,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,BELGIUM,DIESEL,6X4,42000,12800,2,2021,5,2,7
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 8X4 R,FMX 8X4 R,BRAZIL,DIESEL,8X4,52000,12800,2,2021,14,2,16
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 8X4 R,FMX 8X4 R,BELGIUM,DIESEL,8X4,52000,12800,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 4X2 R,VM 4X2 R,BRAZIL,DIESEL,4X2,17500,7200,3,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 4X2 R,VM 4X2 R,BRAZIL,DIESEL,4X2,17700,7200,3,2021,0,2,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 6X2 R,VM 6X2 R,BRAZIL,DIESEL,6X2,24700,7200,2,2021,2,2,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 6X4 R,VM 6X4 R,BRAZIL,DIESEL,6X4,26700,7200,2,2021,0,2,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 6X4 R,VM 6X4 R,BRAZIL,DIESEL,6X4,32000,7200,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 6X4 R,VM 6X4 R,BRAZIL,DIESEL,6X4,32000,7200,2,2021,3,1,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 6X4 R,VM 6X4 R,BRAZIL,DIESEL,6X4,32000,7200,3,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 8X4 R,VM 8X4 R,BRAZIL,DIESEL,8X4,33400,7200,2,2021,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FM11 6X4 R,FM11 6X4 R,SWEDEN,DIESEL,6X4,28500,10800,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 420,N.E.,NETHERLANDS,DIESEL,4X4,23000,12777,2,2019,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CASA RODANTE,N3SA,MERCEDES BENZ,MLT 580 4X4,HYMER,GERMANY,DIESEL,4X4,14400,2200,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VALORES,N3,MERCEDES BENZ,ATEGO 2426,ATEGO 2426/36,BRAZIL,DIESEL,6X2,24100,7201,4,2020,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,DAF,FTS CF85,N.E.,NETHERLANDS,DIESEL,6X2,27300,12900,2,2018,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,DAF,FTTCF85,N.E.,NETHERLANDS,DIESEL,6X4,28500,12900,2,2018,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,DAF,XF480 FTT,S/V,NETHERLANDS,DIESEL,6X4,48000,12900,2,2021,4,0,4
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,DONGFENG,DFH4250C2,EVOLUTION 520 SS E5,CHINA,DIESEL,6X4,27000,12980,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FOTON,BJ4269SNFKB-A4,BJ4269SNFKB-A4,CHINA,DIESEL,6X4,25000,11800,2,2021,10,5,15
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FOTON,BJ4269SNFKB-A4,BJ4269SNFKB-A4,CHINA,DIESEL,6X4,32500,11800,2,2019,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FOTON,BJ4269SNFKB-A4,BJ4269SNFKB-A4,CHINA,DIESEL,6X4,32500,11800,2,2020,3,0,3
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FOTON,BJ4259SMFKB-E5,BJ4259SMFKB-E5,CHINA,DIESEL,6X4,25000,11800,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,114SD,MEXICO,MEXICO,DIESEL,6X4,26862,12800,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,114SD,MEXICO,MEXICO,DIESEL,6X4,26862,12809,2,2020,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,114SD,114SD,MEXICO,DIESEL,6X4,26862,12800,2,2020,0,8,8
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,114SD,114SD,MEXICO,DIESEL,6X4,26862,12809,2,2020,0,2,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,NEW CASCADIA 116,MEXICO,MEXICO,DIESEL,6X4,26862,12800,2,2020,10,0,10
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,NEW CASCADIA 116,MEXICO,MEXICO,DIESEL,6X4,26862,12809,2,2021,10,0,10
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,NEW CASCADIA,NEW CASCADIA 116,MEXICO,DIESEL,6X4,26862,12800,2,2020,0,9,9
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,NEW CASCADIA,NEW CASCADIA 116,MEXICO,DIESEL,6X4,26862,12809,2,2021,0,6,6
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,CASCADIA,CASCADIA 125,MEXICO,DIESEL,6X4,26862,14800,2,2020,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,HOHAN,ZZ4255N3847E1C,N.E.,CHINA,GNV,6X4,25000,11596,2,2020,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,HYUNDAI,XCIENT,SUPER CAB DLX,CHINA,DIESEL,6X4,33100,2742,2,2019,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,HYUNDAI,XCIENT,SUPER CAB DLX,INDIA,DIESEL,6X4,33100,2742,2,2020,0,1,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,INTERNATIONAL,7600 SBA 6X4,REMOLCADOR,MEXICO,DIESEL,6X4,24494,10800,2,2021,4,5,9
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,INTERNATIONAL,7600 SBA 6X4,REMOLCADOR,MEXICO,DIESEL,6X4,27216,10800,2,2021,6,5,11
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,INTERNATIONAL,PROSTAR+122 6X4,REMOLCADOR,MEXICO,DIESEL,6X4,27488,14945,2,2019,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,INTERNATIONAL,PROSTAR+122 6X4,REMOLCADOR,MEXICO,DIESEL,6X4,27488,14945,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,INTERNATIONAL,PROSTAR+122 6X4,REMOLCADOR,MEXICO,DIESEL,6X4,27488,14945,2,2022,18,20,38
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,IVECO,STRALIS AS440S48TZ/P,N.E.,SPAIN,DIESEL,6X4,26000,12880,2,2018,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,JAC,HFC4252KN,HFC4252KN,CHINA,DIESEL,6X4,49000,11800,3,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,KENWORTH,T800,N.E.,MEXICO,DIESEL,6X4,27488,6700,2,2020,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,KENWORTH,T800,S/V,MEXICO,DIESEL,6X4,27306,6700,2,2021,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,KENWORTH,T800,S/V,MEXICO,DIESEL,6X4,30209,14800,2,2021,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MACK,AN64TX,AN64TX,UNITED STATES,DIESEL,6X4,27600,12800,2,2021,7,3,10
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MERCEDES BENZ,ACTROS 2651LS,ACTROS 2651 LS,GERMANY,DIESEL,6X4,28500,12809,2,2020,2,0,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MERCEDES BENZ,ACTROS 2651LS,ACTROS 2651LS,GERMANY,DIESEL,6X4,28500,12809,2,2019,0,2,2
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MERCEDES BENZ,AXOR 2041LS,AXOR 2041LS,BRAZIL,DIESEL,4X2,20100,11947,2,2019,1,0,1
LIMA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MERCEDES BENZ,AXOR 2041LS,AXOR 2041LS,BRAZIL,DIESEL,4X2,20100,11947,2,2020,0,1,1
