Oficina Registral,USO VEHICULO,CLASE AAP,SUB-CLASE,CARROCERIA,CATEGORIA,MARCA,MODELO,VERSION,ORIGEN,COMBUSTIBLE,FORMULA RODANTE,PBV,CILINDRADA,# ASIENTO,AÑO_MOD,ENERO,FEBRERO,total
AREQUIPA,"Categorias L1, L2, L3 y L4",CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B6X4,P320B6X4NZ,BRAZIL,DIESEL,6X4,25000,9300,2,2021,1,0,1
AREQUIPA,Placa Gubernamental - Vehiculos Livianos y Pesados,CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,MERCEDES BENZ,ACCELO 815,ACCELO 815/37,BRAZIL,DIESEL,4X2,9100,4800,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,DONGFENG,DF-915,DF-915 B5,CHINA,DIESEL,4X2,9000,3760,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FORLAND,F400N,BJ1049V9JDA-1,CHINA,DIESEL,4X2,6650,2771,3,2021,0,2,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FORLAND,F400N DC,BJ1049V8ADA-1,CHINA,DIESEL,4X2,6750,2771,5,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FOTON,BJ1108VEJED-FA,BJ1108VEJED-FA,CHINA,DIESEL,4X2,10800,3760,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FOTON,AUMARK E 3T BAR,BJ1065VDJD4-F1,CHINA,DIESEL,4X2,5900,2771,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,FOTON,AUMARK E 4T BAR,BJ1069VDJDA-F1,CHINA,DIESEL,4X2,6900,2771,3,2021,0,3,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KN,D400 121 BAR 4.0T EIV,CHINA,DIESEL,4X2,6600,2746,3,2021,1,1,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KN,D400 121 BAR 4.0T EIV,CHINA,DIESEL,4X2,6600,2746,3,2022,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1040KRN,D400DC VIP BAR 4.0T CRDI DOB CAB E4,CHINA,DIESEL,4X2,6560,2771,6,2021,1,4,5
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N2,JAC,HFC1071KN,D700L VIP BAR 7.0T EIV,CHINA,DIESEL,4X2,10660,3760,3,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,BARANDA,N3,DONGFENG,DF-1417,DF-1417 B4,CHINA,DIESEL,4X2,14490,3800,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,FURGON,N2,FORLAND,F400N CB,BJ1049V9JDA-1,CHINA,DIESEL,4X2,7000,2771,3,2021,1,3,4
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,FURGON,N2,FOTON,BJ1041V8ADA-F1,BJ1041V8ADA-F1,CHINA,DIESEL,4X2,6500,2780,7,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,FURGON,N2,FOTON,BJ1065VDJD4-F1,BJ1065VDJD4-F1,CHINA,DIESEL,4X2,6900,2771,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,FURGON,N2,FOTON,BJ1065VDJDA-F1,BJ1065VDJDA-F1,CHINA,DIESEL,4X2,6500,2780,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,HORMIGONERA,N3,CAMC,HN5250P34C6M3GJB,M-345 H7,CHINA,DIESEL,6X4,39000,9840,2,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,HORMIGONERA,N3,FOTON,AUMAN,2020,CHINA,DIESEL,6X4,25000,9726,2,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,HORMIGONERA,N3,FOTON,BJ5319GJB-AF,BJ5319GJB-AF,CHINA,DIESEL,8X4,39000,11800,2,2019,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,HORMIGONERA,N3,FOTON,BJ5319GJB-AF,BJ5319GJB-AF,CHINA,DIESEL,8X4,41000,11800,2,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N2,SINOTRUK CDW,CDW3160A1N4,STANDARD,CHINA,DIESEL,4X2,9300,3298,2,2019,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,FORLAND,FD600,BJ3122V4PDB-FL,CHINA,DIESEL,4X2,13500,3760,3,2021,2,0,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,FOTON,BJ3319DMPKC-AB,BJ3319DMPKC-AB,CHINA,DIESEL,8X4,50000,11800,2,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,SITOM,STQ3121L03Y2N5,S/V,CHINA,DIESEL,4X2,15800,4257,3,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,VOLQUETE,N3,SITOM,STQ3121L03Y2N5,SIN VERSION,CHINA,DIESEL,4X2,15800,4257,3,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,DONGFENG,DF-1016,DF-1016 C4,CHINA,DIESEL,4X2,10500,3800,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FORLAND,F400N CH,BJ1049V9JDA-1,CHINA,DIESEL,4X2,6650,2771,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FOTON,BJ1108VEJED-FA,BJ1108VEJED-FA,CHINA,DIESEL,4X2,10800,3760,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FOTON,BJ1129VHPEG-F1,BJ1129VHPEG-F1,CHINA,DIESEL,4X2,10000,3760,3,2021,2,2,4
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,CANTER,EURO 4 - 4 TON,JAPAN,DIESEL,4X2,6500,2977,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,CANTER,EURO 4 - 5 TON PLUS,JAPAN,DIESEL,4X2,8200,4899,3,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,CANTER,EURO 5 - 4TON,JAPAN,DIESEL,4X2,6499,2998,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,FUSO,CANTER,EURO 5 - 5TON,JAPAN,DIESEL,4X2,7500,2998,3,2021,0,3,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,4 TON,JAPAN,DIESEL,4X2,7500,4009,3,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,5 TON,JAPAN,DIESEL,4X2,7500,4009,3,2021,3,10,13
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,DOBLE CABINA,JAPAN,DIESEL,4X2,7500,4009,7,2021,1,2,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,XZU710L-QKFMP3,JAPAN,DIESEL,4X2,6000,4009,7,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,XZU710L-WKFQP3,JAPAN,DIESEL,4X2,7500,4009,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,DOBLE CABINA FULL,JAPAN,DIESEL,4X2,7500,4009,7,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,DUTRO,DOBLE CABINA-FULL,JAPAN,DIESEL,4X2,7500,4009,7,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,FC,STANDARD,JAPAN,DIESEL,4X2,10400,5123,3,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HINO,FD,STANDARD,JAPAN,DIESEL,4X2,10500,5123,3,2021,2,2,4
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX10,TDI CRDI EURO IV,"KOREA, REPUBLIC OF",DIESEL,4X2,9700,3933,3,2021,2,2,4
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX10,TDI CRDI EURO IV AC,"KOREA, REPUBLIC OF",DIESEL,4X2,9700,3933,3,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,HD60,TDI CRDI EURO IV,"KOREA, REPUBLIC OF",DIESEL,4X2,6500,2891,3,2021,1,1,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX6,STD C/CAB,CHINA,DIESEL,4X2,6500,2891,3,2020,2,1,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX6,STD C/CAB,CHINA,DIESEL,4X2,6500,2891,3,2021,1,4,5
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX8,STANDARD,"KOREA, REPUBLIC OF",DIESEL,4X2,7800,2891,3,2020,2,1,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,HYUNDAI,EX8,STANDARD,"KOREA, REPUBLIC OF",DIESEL,4X2,7800,2891,3,2021,1,4,5
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,FRR,CL,JAPAN,DIESEL,4X2,10400,5193,3,2021,3,2,5
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NLR85L-EE1AYPE,3TON,JAPAN,DIESEL,4X2,5045,2999,3,2021,1,1,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-HL5VAYPEN,4TON,JAPAN,DIESEL,4X2,7000,5193,3,2021,1,1,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPR75L-KL5VAYPEN,5TON,JAPAN,DIESEL,4X2,8000,5193,3,2021,7,4,11
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPS75L-HJ5VAYPEN,4TON,JAPAN,DIESEL,4X4,6960,5193,3,2020,2,0,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NPS75L-HJ5VAYPEN,4TON,JAPAN,DIESEL,4X4,6960,5193,3,2021,1,1,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N2,ISUZU,NQR90L-MQ5VAYPEN,6TON,JAPAN,DIESEL,4X2,9500,5193,3,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,FOTON,BJ1226VMPHN-AA,BJ1226VMPHN-AA,CHINA,DIESEL,4X2,18000,6700,2,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,FUSO,FM,1060 EURO 3,JAPAN,DIESEL,4X2,16000,7545,3,2016,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,HINO,GD,STANDARD,JAPAN,DIESEL,4X2,12500,7684,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,HINO,FM,FM1AR7A-SGK,JAPAN,DIESEL,6X4,26000,8866,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,HINO,GH,LARGO SEMI FULL,JAPAN,DIESEL,4X2,17800,7684,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,INTERNATIONAL,HV607 SBA 6X4,CAMION,MEXICO,DIESEL,6X4,29937,8900,3,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,ISUZU,FTR34UL-PDPEN,10TON,JAPAN,DIESEL,4X2,15295,7790,3,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,ISUZU,FVR34UL-QDPES,13TON,JAPAN,DIESEL,4X2,18630,7790,3,2021,1,1,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,JAC,HFC5161KN,HFC5161KN 4X2 CHC 10T CRDI 160HP,CHINA,DIESEL,4X2,16000,3760,3,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,ATEGO 1719,ATEGO 1719/54,BRAZIL,DIESEL,4X2,16300,4800,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,AROCS 4142K,AROCS 4142K,GERMANY,DIESEL,8X4,44000,12809,2,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,AROCS 4142K,AROCS 4142K,GERMANY,DIESEL,8X4,44000,12809,2,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,MERCEDES BENZ,AXOR 3341,AXOR 3341/48,BRAZIL,DIESEL,6X4,33500,11900,2,2021,0,2,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B8X2,P320B8X2NA,BRAZIL,DIESEL,8X2,32000,9300,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P450 B6X4,P450B6X4HZ,BRAZIL,DIESEL,6X4,25000,12700,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P360 B6X4,P360B6X4HZ,BRAZIL,DIESEL,6X4,35000,9300,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,SCANIA,P320 B6X2,P320B6X2NA,BRAZIL,DIESEL,6X2,26500,9300,2,2021,3,0,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,BRAZIL,DIESEL,6X4,42000,12800,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,FMX 6X4 R,BELGIUM,DIESEL,6X4,42000,12800,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X4 R,N.E.,BRAZIL,DIESEL,6X4,42000,12800,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 8X4 R,FMX 8X4 R,BRAZIL,DIESEL,8X4,52000,12800,2,2021,1,5,6
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 8X4 R,FMX 8X4 R,BRAZIL,DIESEL,8X4,52000,12800,2,2022,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 8X4 R,FMX 8X4 R,BELGIUM,DIESEL,8X4,52000,12800,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 8X4 R,N.E.,BRAZIL,DIESEL,8X4,52000,12800,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX11 4X2 R,N.E.,BRAZIL,DIESEL,4X2,20500,11000,2,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,VM 6X4 R,VM 6X4 R,BRAZIL,DIESEL,6X4,32000,7200,2,2021,1,2,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,CAMIONES,CHASIS CABINADO,N3,VOLVO,FMX 6X6R,FMX 6X6R,BRAZIL,DIESEL,6X6,36000,12800,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FOTON,BJ4269SNFKB-A4,BJ4269SNFKB-A4,CHINA,DIESEL,6X4,25000,11800,2,2021,3,0,3
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,114SD,MEXICO,MEXICO,DIESEL,6X4,26862,12800,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,114SD,MEXICO,MEXICO,DIESEL,6X4,26862,12809,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,CASCADIA 125,MEXICO,MEXICO,DIESEL,6X4,26680,14800,2,2019,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,NEW CASCADIA 116,MEXICO,MEXICO,DIESEL,6X4,26862,12809,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,FREIGHTLINER,NEW CASCADIA,NEW CASCADIA 116,MEXICO,DIESEL,6X4,26862,12809,2,2021,0,2,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,HYUNDAI,XCIENT,SUPER CAB DLX,INDIA,DIESEL,6X4,33100,2742,2,2020,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,INTERNATIONAL,PROSTAR+122 6X4,REMOLCADOR,MEXICO,DIESEL,6X4,27488,14945,2,2022,15,5,20
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MACK,AN64TX,AN64TX,UNITED STATES,DIESEL,6X4,27600,12800,2,2021,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MERCEDES BENZ,ACTROS 2651LS,ACTROS 2651LS,GERMANY,DIESEL,6X4,28500,12809,2,2019,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,MERCEDES BENZ,ACTROS 2645LS,ACTROS 2645LS,GERMANY,DIESEL,6X4,28500,12809,2,2020,0,1,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,SCANIA,G450 A6X4,G450A6X4HA,BRAZIL,DIESEL,6X4,25000,12700,2,2021,0,11,11
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,SCANIA,P450 A4X2,P450A4X2NA,BRAZIL,DIESEL,4X2,18000,12700,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,SCANIA,R620 A6X4,R620A6X4HA,BRAZIL,DIESEL,6X4,35000,16350,2,2019,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,SCANIA,R620 A6X4,R620A6X4HA,BRAZIL,DIESEL,6X4,35000,16350,2,2021,0,7,7
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,SCANIA,R620 A6X4,R620A6X4HA,BRAZIL,GNV,6X4,35000,16350,2,2021,0,2,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,VOLVO,FH 6X4 T,FH 6X4 T,BRAZIL,DIESEL,6X4,28500,12800,2,2021,2,0,2
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,VOLVO,FH 6X4 T,FH 6X4 T,BRAZIL,DIESEL,6X4,28500,12800,2,2022,0,9,9
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,VOLVO,FH 6X4 T,FH 6X4 T,BELGIUM,DIESEL,6X4,28500,12800,2,2021,1,0,1
AREQUIPA,Vehiculos Motorizados para el Transportes de mercancias (Categoria N),CAMIONES Y TRACTO,TRACTOCAMIONES,REMOLCADOR,N3,VOLVO,FMX 6X4 T,FMX 6X4 T,BRAZIL,DIESEL,6X4,35000,12800,2,2021,1,0,1
AREQUIPA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,HYUNDAI,H350,C401,TURKEY,DIESEL,4X2,4100,2497,18,2019,0,1,1
AREQUIPA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,HYUNDAI,H350,C770,TURKEY,DIESEL,4X2,4100,2497,18,2020,2,1,3
AREQUIPA,Vehiculos Particulares ( Categoria M ),"MINIBUS,OMNIBUS",BUSES Y CHASISES,MINIBUS,M2C3,KING LONG,XMQ6552HED4,N.T.,CHINA,DIESEL,4X2,3380,2498,17,2021,1,0,1
